Portfolio Name,Category,Set,Product Name,Card Number,Rarity,Variance,Grade,Card Condition,Average Cost Paid,Quantity,Market Price (As of 2026-05-24),Price Override,Watchlist,Date Added,Notes
Roy Yugioh,YuGiOh,Invasion of Chaos,Guardian Angel Joan,IOC-087,Ultra Rare,1st Edition,Ungraded,Lightly Played,0,1,9.69,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Destiny Board Traveler Promo,D.D. Assailant,DBT-EN002,Super Rare,Unlimited,Ungraded,Lightly Played,0,3,9.67,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Dawn of Destiny Xbox,Widespread Ruin,DOD-003,Prismatic Secret Rare,Limited,Ungraded,Lightly Played,0,1,9.37,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Yu-Gi-Oh! Video Game Promotional Cards,Salamandra (Dark Duel Stories),DDS-006,Secret Rare,Limited,Ungraded,Lightly Played,0,3,9.35,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Pharaonic Guardian,Guardian Sphinx,PGD-025,Ultra Rare,1st Edition,Ungraded,Lightly Played,0,1,9.26,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Labyrinth of Nightmare,Kycoo the Ghost Destroyer,LON-062,Super Rare,Unlimited,Ungraded,Near Mint,0,2,8.96,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,The Lost Millennium,Brain Control,TLM-EN038,Super Rare,1st Edition,Ungraded,Lightly Played,0,1,8.88,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Magician's Force,Z-Metal Tank,MFC-006,Super Rare,1st Edition,Ungraded,Lightly Played,0,1,8.86,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Pharaoh's Servant,Call Of The Haunted,PSV-012,Ultra Rare,Unlimited,Ungraded,Heavily Played,0,1,8.83,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Stairway to the Destined Duel,Sinister Serpent,SDD-002,Prismatic Secret Rare,Limited,Ungraded,Lightly Played,0,1,8.75,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Starter Deck: Joey,Red-Eyes B. Dragon,SDJ-001,Ultra Rare,Unlimited,Ungraded,Lightly Played,0,1,8.64,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Pharaoh's Servant,Premature Burial,PSV-037,Ultra Rare,Unlimited,Ungraded,Moderately Played,0,1,8.58,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Dark Crisis,Interdimensional Matter Transporter,DCR-052,Ultra Rare,1st Edition,Ungraded,Lightly Played,0,4,8.53,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Ancient Sanctuary,Zaborg the Thunder Monarch,AST-023,Super Rare,Unlimited,Ungraded,Lightly Played,0,2,8.51,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Pharaonic Guardian,Question,PGD-104,Ultra Rare,1st Edition,Ungraded,Lightly Played,0,1,8.42,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Labyrinth of Nightmare,The Masked Beast,LON-001,Ultra Rare,Unlimited,Ungraded,Lightly Played,0,1,8.38,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Magician's Force,Y-Dragon Head,MFC-005,Super Rare,1st Edition,Ungraded,Lightly Played,0,1,8.36,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Duelist of the Roses,Alpha the Magnet Warrior,DOR-001,Secret Rare,Unlimited,Ungraded,Lightly Played,0,1,8.25,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Metal Raiders,Heavy Storm,MRD-142,Super Rare,Unlimited,Ungraded,Lightly Played,0,1,7.93,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Legacy of Darkness,Spear Dragon,LOD-035,Super Rare,1st Edition,Ungraded,Near Mint,0,2,7.87,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,World Championship 2005: 7 Trials to Glory,Silent Swordsman LV7,WC5-EN001,Ultra Rare,Limited,Ungraded,Lightly Played,0,1,7.8,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Magic Ruler,Snatch Steal,MRL-036,Ultra Rare,Unlimited,Ungraded,Lightly Played,0,2,7.74,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,McDonald's Promo,Goddess of Whim,MP1-003,Super Rare,Limited,Ungraded,Lightly Played,0,2,7.67,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Labyrinth of Nightmare,Kycoo the Ghost Destroyer,LON-062,Super Rare,Unlimited,Ungraded,Lightly Played,0,1,7.62,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Metal Raiders,Barrel Dragon,MRD-126,Ultra Rare,Unlimited,Ungraded,Lightly Played,0,1,7.61,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Metal Raiders,Time Wizard,MRD-065,Ultra Rare,Unlimited,Ungraded,Damaged,0,1,7.61,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Pharaonic Guardian,Book of Life,PGD-033,Super Rare,1st Edition,Ungraded,Lightly Played,0,1,7.57,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Metal Raiders,Thousand Dragon,MRD-143,Secret Rare,Unlimited,Ungraded,Lightly Played,0,1,7.5,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Legacy of Darkness,Asura Priest,LOD-071,Super Rare,1st Edition,Ungraded,Lightly Played,0,1,7.48,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Dark Beginning 1,Makyura the Destructor,DB1-EN169,Super Rare,Unlimited,Ungraded,Lightly Played,0,2,7.42,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Magic Ruler,Relinquished,MRL-029,Ultra Rare,Unlimited,Ungraded,Lightly Played,0,2,7.34,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Stairway to the Destined Duel,Harpie's Feather Duster,SDD-003,Secret Rare,Limited,Ungraded,Lightly Played,0,2,7.27,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Legacy of Darkness,Airknight Parshath,LOD-062,Ultra Rare,Unlimited,Ungraded,Lightly Played,0,1,7.25,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Labyrinth of Nightmare,Destiny Board,LON-088,Ultra Rare,Unlimited,Ungraded,Lightly Played,0,1,7.18,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Ancient Sanctuary,Enemy Controller,AST-037,Ultra Rare,Unlimited,Ungraded,Lightly Played,0,3,7.15,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Pharaonic Guardian,Lava Golem,PGD-107,Secret Rare,Unlimited,Ungraded,Moderately Played,0,1,7.12,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Shonen Jump Magazine Promos,Red-Eyes B. Dragon (JMP-002),JMP-002,Ultra Rare,Unlimited,Ungraded,Lightly Played,0,1,7.11,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Magician's Force,Chaos Command Magician,MFC-068,Ultra Rare,Unlimited,Ungraded,Lightly Played,0,1,7.06,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Magic Ruler,Toon Mermaid,MRL-072,Ultra Rare,Unlimited,Ungraded,Lightly Played,0,1,6.99,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Pharaoh's Servant,Nobleman of Crossout,PSV-034,Super Rare,Unlimited,Ungraded,Lightly Played,0,2,6.91,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Metal Raiders,Change of Heart,MRD-060,Ultra Rare,Unlimited,Ungraded,Lightly Played,0,2,6.86,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Metal Raiders,Seven Tools of the Bandit,MRD-129,Ultra Rare,Unlimited,Ungraded,Lightly Played,0,2,6.85,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Magician's Force,YZ-Tank Dragon,MFC-054,Super Rare,1st Edition,Ungraded,Lightly Played,0,2,6.8,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Soul of the Duelist,Horus the Black Flame Dragon LV6,SOD-EN007,Super Rare,Unlimited,Ungraded,Near Mint,0,1,6.72,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Legacy of Darkness,Spear Dragon,LOD-035,Super Rare,1st Edition,Ungraded,Lightly Played,0,1,6.69,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Pharaoh's Servant,The Legendary Fisherman,PSV-076,Ultra Rare,Unlimited,Ungraded,Near Mint,0,2,6.66,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,2004 Collectors Tin,Obnoxious Celtic Guard,CT1-EN006,Secret Rare,Limited,Ungraded,Lightly Played,0,1,6.58,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Ancient Sanctuary,Emissary of the Afterlife,AST-076,Super Rare,Unlimited,Ungraded,Lightly Played,0,1,6.57,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Pharaoh's Servant,Limiter Removal,PSV-064,Super Rare,1st Edition,Ungraded,Lightly Played,0,2,6.43,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Dark Crisis,Blast Held by a Tribute,DCR-104,Ultra Rare,1st Edition,Ungraded,Lightly Played,0,1,6.4,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,World Championship 2004: GBA Promo,Slate Warrior,WC4-003,Secret Rare,Limited,Ungraded,Near Mint,0,3,6.34,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,The Falsebound Kingdom,Metalzoa,TFK-002,Prismatic Secret Rare,Limited,Ungraded,Lightly Played,0,1,6.15,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Magic Ruler,Axe of Despair,MRL-002,Ultra Rare,Unlimited,Ungraded,Lightly Played,0,1,6.13,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Dark Crisis,Judgment of Anubis,DCR-105,Secret Rare,1st Edition,Ungraded,Lightly Played,0,1,6.13,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Legacy of Darkness,Luster Dragon,LOD-050,Super Rare,1st Edition,Ungraded,Lightly Played,0,1,6.12,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Pharaonic Guardian,Don Zaloog,PGD-029,Ultra Rare,Unlimited,Ungraded,Lightly Played,0,1,6.02,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Duelist of the Roses,Gamma the Magnet Warrior,DOR-003,Secret Rare,Unlimited,Ungraded,Lightly Played,0,1,6.01,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Invasion of Chaos,D.D. Scout Plane,IOC-012,Super Rare,1st Edition,Ungraded,Near Mint,0,1,5.89,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Starter Deck: Pegasus,Graceful Charity,SDP-040,Super Rare,Unlimited,Ungraded,Lightly Played,0,2,5.84,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Legacy of Darkness,Drop Off,LOD-097,Super Rare,1st Edition,Ungraded,Lightly Played,0,1,5.76,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Soul of the Duelist,Horus the Black Flame Dragon LV6,SOD-EN007,Super Rare,Unlimited,Ungraded,Lightly Played,0,1,5.71,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Magician's Force,Skilled Dark Magician,MFC-065,Super Rare,Unlimited,Ungraded,Lightly Played,0,1,5.7,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Pharaoh's Servant,The Legendary Fisherman,PSV-076,Ultra Rare,Unlimited,Ungraded,Lightly Played,0,1,5.66,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Ancient Sanctuary,Blowback Dragon,AST-022,Ultra Rare,Unlimited,Ungraded,Lightly Played,0,1,5.64,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Magic Ruler,Black Pendant,MRL-003,Super Rare,1st Edition,Ungraded,Lightly Played,0,1,5.55,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Soul of the Duelist,Mobius the Frost Monarch,SOD-EN022,Super Rare,1st Edition,Ungraded,Lightly Played,0,1,5.53,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Dark Crisis,Kaiser Glider,DCR-051,Ultra Rare,1st Edition,Ungraded,Lightly Played,0,1,5.51,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Legacy of Darkness,Fiend Skull Dragon,LOD-039,Super Rare,1st Edition,Ungraded,Lightly Played,0,1,5.45,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,World Championship 2004: GBA Promo,Slate Warrior,WC4-003,Secret Rare,Limited,Ungraded,Lightly Played,0,1,5.39,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Dark Crisis,Mirage Knight,DCR-018,Super Rare,1st Edition,Ungraded,Lightly Played,0,1,5.39,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Magic Ruler,Giant Trunade,MRL-048,Super Rare,Unlimited,Ungraded,Lightly Played,0,1,5.36,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Pharaonic Guardian,Byser Shock,PGD-103,Ultra Rare,1st Edition,Ungraded,Lightly Played,0,1,5.36,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,The Legend of Blue Eyes White Dragon,Raigeki,LOB-053,Super Rare,Unlimited,Ungraded,Lightly Played,0,3,5.3,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Magic Ruler,Invader of the Throne,MRL-026,Super Rare,1st Edition,Ungraded,Lightly Played,0,1,5.19,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Nintendo DS Nightmare of Troubadour,Silent Magician LV4,NTR-EN001,Super Rare,Limited,Ungraded,Lightly Played,0,1,5.05,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Pharaonic Guardian,Necrovalley,PGD-084,Super Rare,1st Edition,Ungraded,Lightly Played,0,1,5.02,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Invasion of Chaos,D.D. Scout Plane,IOC-012,Super Rare,1st Edition,Ungraded,Lightly Played,0,1,5.01,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Eternal Duelist Soul,Skull Dice,EDS-003,Secret Rare,Limited,Ungraded,Lightly Played,0,2,4.98,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Legacy of Darkness,Reinforcement of the Army,LOD-028,Super Rare,Unlimited,Ungraded,Lightly Played,0,1,4.92,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Invasion of Chaos,Freed the Brave Wanderer,IOC-014,Super Rare,1st Edition,Ungraded,Lightly Played,0,2,4.92,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Rise of Destiny,Monster Reincarnation,RDS-EN045,Super Rare,1st Edition,Ungraded,Lightly Played,0,3,4.9,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Soul of the Duelist,Mystic Swordsman LV4,SOD-EN012,Ultra Rare,1st Edition,Ungraded,Lightly Played,0,1,4.82,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Structure Deck: Dragon's Roar,Red-Eyes Darkness Dragon,SD1-EN001,Ultra Rare,1st Edition,Ungraded,Lightly Played,0,1,4.79,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Magic Ruler,Megamorph,MRL-061,Ultra Rare,Unlimited,Ungraded,Lightly Played,0,3,4.71,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Dark Crisis,Reflect Bounder,DCR-012,Ultra Rare,Unlimited,Ungraded,Lightly Played,0,1,4.65,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Pharaonic Guardian,Mirage of Nightmare,PGD-036,Super Rare,1st Edition,Ungraded,Lightly Played,0,1,4.65,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Ancient Sanctuary,Curse of Anubis,AST-105,Ultra Rare,1st Edition,Ungraded,Lightly Played,0,1,4.52,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Labyrinth of Nightmare,Magic Cylinder,LON-104,Secret Rare,Unlimited,Ungraded,Damaged,0,2,4.44,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Pharaoh's Servant,The Fiend Megacyber,PSV-100,Ultra Rare,Unlimited,Ungraded,Lightly Played,0,2,4.44,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Labyrinth of Nightmare,Mage Power,LON-050,Ultra Rare,Unlimited,Ungraded,Lightly Played,0,1,4.39,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Flaming Eternity,Silent Swordsman LV5,FET-EN008,Ultra Rare,Unlimited,Ungraded,Lightly Played,0,1,4.31,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Power of Chaos: Yugi the Destiny,Anti-Spell Fragrance,PCY-002,Secret Rare,Unlimited,Ungraded,Lightly Played,0,4,4.29,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Dark Crisis,Terrorking Archfiend,DCR-072,Super Rare,1st Edition,Ungraded,Lightly Played,0,3,4.22,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Pharaoh's Servant,Goblin Attack Force,PSV-094,Ultra Rare,Unlimited,Ungraded,Lightly Played,0,1,4.21,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Invasion of Chaos,D.D. Designator,IOC-039,Super Rare,1st Edition,Ungraded,Lightly Played,0,3,4.18,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Legacy of Darkness,Fiend Skull Dragon,LOD-039,Super Rare,Unlimited,Ungraded,Lightly Played,0,1,4.17,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Invasion of Chaos,Big Burn,IOC-047,Super Rare,1st Edition,Ungraded,Lightly Played,0,2,4.12,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,McDonald's Promo,Takriminos,MP1-006,Super Rare,Limited,Ungraded,Lightly Played,0,1,4.01,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Pharaonic Guardian,Great Dezard,PGD-020,Ultra Rare,1st Edition,Ungraded,Lightly Played,0,1,4,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Rise of Destiny,Silent Swordsman LV3,RDS-EN009,Ultra Rare,1st Edition,Ungraded,Near Mint,0,1,3.87,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Magic Ruler,The Forceful Sentry,MRL-045,Ultra Rare,Unlimited,Ungraded,Lightly Played,0,1,3.85,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,The Legend of Blue Eyes White Dragon,Dark Hole (Magic),LOB-052,Super Rare,Unlimited,Ungraded,Lightly Played,0,1,3.79,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Yu-Gi-Oh! Video Game Promotional Cards,Knight's Title (Reshef of Destruction),ROD-EN002,Secret Rare,Unlimited,Ungraded,Lightly Played,0,1,3.74,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Duelist League Promo,Thousand-Eyes Restrict,DL1-001,Super Rare,Limited,Ungraded,Lightly Played,0,1,3.7,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Pharaoh's Servant,Parasite Paracide,PSV-003,Super Rare,1st Edition,Ungraded,Lightly Played,0,1,3.61,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Metal Raiders,Magic Jammer,MRD-128,Ultra Rare,Unlimited,Ungraded,Lightly Played,0,2,3.59,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Legacy of Darkness,Marauding Captain,LOD-018,Ultra Rare,Unlimited,Ungraded,Near Mint,0,1,3.56,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,McDonald's Promo,Dark-Piercing Light,MP1-015,Super Rare,Limited,Ungraded,Lightly Played,0,1,3.56,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Soul of the Duelist,Mobius the Frost Monarch,SOD-EN022,Super Rare,Unlimited,Ungraded,Lightly Played,0,1,3.43,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,2004 Collectors Tin,Command Knight,CT1-EN003,Secret Rare,Limited,Ungraded,Lightly Played,0,2,3.43,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Legacy of Darkness,Asura Priest,LOD-071,Super Rare,Unlimited,Ungraded,Lightly Played,0,2,3.32,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Rise of Destiny,Silent Swordsman LV3,RDS-EN009,Ultra Rare,1st Edition,Ungraded,Lightly Played,0,1,3.29,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Nintendo DS Nightmare of Troubadour,Silent Magician LV8,NTR-EN002,Super Rare,Limited,Ungraded,Lightly Played,0,1,3.26,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Magician's Force,Spell Shield Type-8,MFC-043,Super Rare,1st Edition,Ungraded,Lightly Played,0,3,3.24,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Legacy of Darkness,Exiled Force,LOD-023,Super Rare,Unlimited,Ungraded,Lightly Played,0,1,3.11,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Sneak Preview Series 1,Embodiment of Apophis,SP1-EN003,Ultra Rare,Limited,Ungraded,Near Mint,0,1,3.11,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Starter Deck: Joey,Scapegoat,SDJ-041,Super Rare,1st Edition,Ungraded,Near Mint,0,1,3.08,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Legacy of Darkness,Marauding Captain,LOD-018,Ultra Rare,Unlimited,Ungraded,Lightly Played,0,1,3.03,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Pharaonic Guardian,Book of Life,PGD-033,Super Rare,Unlimited,Ungraded,Lightly Played,0,2,2.96,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Invasion of Chaos,Manticore of Darkness,IOC-067,Ultra Rare,Unlimited,Ungraded,Lightly Played,0,1,2.95,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Yu-Gi-Oh! Video Game Promotional Cards,Teva (Capsule Monster Coliseum),CMC-EN003,Super Rare,Limited,Ungraded,Lightly Played,0,1,2.92,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Metal Raiders,Suijin,MRD-027,Super Rare,Unlimited,Ungraded,Lightly Played,0,1,2.9,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Metal Raiders,Catapult Turtle,MRD-075,Super Rare,Unlimited,Ungraded,Lightly Played,0,3,2.88,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Labyrinth of Nightmare,Royal Command,LON-080,Ultra Rare,Unlimited,Ungraded,Lightly Played,0,1,2.84,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,World Championship 2004: GBA Promo,Fairy King Truesdale,WC4-001,Super Rare,Limited,Ungraded,Near Mint,0,1,2.84,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Pharaonic Guardian,Rope of Life,PGD-105,Ultra Rare,1st Edition,Ungraded,Lightly Played,0,1,2.83,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Legacy of Darkness,Twin-Headed Behemoth,LOD-063,Super Rare,1st Edition,Ungraded,Lightly Played,0,1,2.81,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Invasion of Chaos,Reload,IOC-045,Super Rare,1st Edition,Ungraded,Lightly Played,0,1,2.75,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Magic Ruler,Black Illusion Ritual,MRL-051,Super Rare,Unlimited,Ungraded,Lightly Played,0,1,2.68,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Dark Crisis,Butterfly Dagger - Elma,DCR-032,Super Rare,1st Edition,Ungraded,Lightly Played,0,1,2.68,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Sneak Preview Series 1,Embodiment of Apophis,SP1-EN003,Ultra Rare,Limited,Ungraded,Lightly Played,0,1,2.64,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Starter Deck: Joey,Scapegoat,SDJ-041,Super Rare,1st Edition,Ungraded,Lightly Played,0,1,2.62,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Magician's Force,Spell Canceller,MFC-020,Ultra Rare,Unlimited,Ungraded,Lightly Played,0,1,2.6,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Yu-Gi-Oh! Video Game Promotional Cards,Acid Trap Hole (Dark Duel Stories),DDS-005,Secret Rare,Unlimited,Ungraded,Lightly Played,0,2,2.59,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Magician's Force,Double Spell,MFC-106,Ultra Rare,Unlimited,Ungraded,Lightly Played,0,2,2.58,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,2004 Collectors Tin,Total Defense Shogun,CT1-EN001,Secret Rare,Limited,Ungraded,Lightly Played,0,1,2.55,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Metal Raiders,Horn of Heaven,MRD-130,Ultra Rare,Unlimited,Ungraded,Lightly Played,0,3,2.53,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Magic Ruler,Messenger of Peace,MRL-102,Super Rare,Unlimited,Ungraded,Lightly Played,0,3,2.51,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Labyrinth of Nightmare,Card of Safe Return,LON-029,Ultra Rare,Unlimited,Ungraded,Lightly Played,0,1,2.47,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Labyrinth of Nightmare,Riryoku Field,LON-081,Super Rare,1st Edition,Ungraded,Lightly Played,0,1,2.47,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,World Championship 2004: GBA Promo,Fairy King Truesdale,WC4-001,Super Rare,Limited,Ungraded,Lightly Played,0,1,2.41,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Invasion of Chaos,Black Tyranno,IOC-075,Ultra Rare,Unlimited,Ungraded,Lightly Played,0,1,2.4,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Ancient Sanctuary,Stone Statue of the Aztecs,AST-014,Super Rare,1st Edition,Ungraded,Near Mint,0,2,2.37,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Invasion of Chaos,Levia-Dragon - Daedalus,IOC-083,Ultra Rare,Unlimited,Ungraded,Lightly Played,0,1,2.36,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Rise of Destiny,Mystic Swordsman LV6,RDS-EN008,Ultra Rare,1st Edition,Ungraded,Lightly Played,0,1,2.36,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Ancient Sanctuary,Curse of Anubis,AST-105,Ultra Rare,Unlimited,Ungraded,Lightly Played,0,2,2.34,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Eternal Duelist Soul,Exchange,EDS-001,Secret Rare,Limited,Ungraded,Lightly Played,0,2,2.31,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Legacy of Darkness,Drop Off,LOD-097,Super Rare,Unlimited,Ungraded,Lightly Played,0,2,2.27,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Magic Ruler,Painful Choice,MRL-049,Super Rare,Unlimited,Ungraded,Lightly Played,0,2,2.24,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Pharaonic Guardian,Guardian Sphinx,PGD-025,Ultra Rare,Unlimited,Ungraded,Lightly Played,0,1,2.24,0,FALSE,2026-05-24,
Roy Yugioh,YuGiOh,Duelist League Promo,Toon Goblin Attack Force,DL7-EN001,Super Rare,Limited,Ungraded,Lightly Played,0,1,2.24,0,FALSE,2026-05-24,
