Portfolio Name,Category,Set,Product Name,Card Number,Rarity,Variance,Grade,Card Condition,Average Cost Paid,Quantity,Market Price (As of 2026-05-24),Price Override,Watchlist,Date Added,Notes,PC URL,PC Ungraded (Raw),PC Grade 8,PC Grade 9,PC Note,TCGplayer Raw Price,Avg Ungraded,PSA 8 Spread,PSA 9 Spread,PC Grade 10,PSA 10 Profit,PSA 9 Net,PSA 8 Net
Roy Yugioh,YuGiOh,Legacy of Darkness,Tyrant Dragon,LOD-034,Ultra Rare,1st Edition,Ungraded,Lightly Played,0,1,27.79,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-legacy-of-darkness/tyrant-dragon-1st-edition-lod-034,31.43,61.75,122.5,,14.77,23.1,38.65,99.4,2399.0,2345.9,69.4,8.649999999999999
Roy Yugioh,YuGiOh,Legacy of Darkness,Airknight Parshath,LOD-062,Ultra Rare,1st Edition,Ungraded,Lightly Played,0,1,27.41,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-legacy-of-darkness/airknight-parshath-1st-edition-lod-062,23.02,49.82,58.0,,16.3,19.66,30.16,38.34,925.0,875.34,8.340000000000003,0.16000000000000014
Roy Yugioh,YuGiOh,Magician's Force,Paladin of White Dragon,MFC-026,Ultra Rare,1st Edition,Ungraded,Lightly Played,0,1,26.37,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-magician%27s-force/paladin-of-white-dragon-1st-edition-mfc-026,29.6,75.19,83.0,,15.69,22.645,52.545,60.355,1799.99,1747.345,30.355000000000004,22.545
Roy Yugioh,YuGiOh,Soul of the Duelist,Ectoplasmer (UTR),SOD-EN043,Ultimate Rare,1st Edition,Ungraded,Lightly Played,0,1,25.49,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-soul-of-the-duelist/ectoplasmer-1st-edition-sod-en043,4.7,12.99,16.47,,10.96,7.83,5.16,8.639999999999999,138.0,100.16999999999999,-21.36,-24.84
Roy Yugioh,YuGiOh,Pharaonic Guardian,Lava Golem,PGD-107,Secret Rare,1st Edition,Ungraded,Lightly Played,0,1,25.14,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-pharaonic-guardian/lava-golem-1st-edition-pgd-107,22.35,62.83,147.22,,14.57,18.46,44.37,128.76,557.96,509.5,98.75999999999999,14.369999999999997
Roy Yugioh,YuGiOh,Yu-Gi-Oh! Video Game Promotional Cards,Dark Magician Knight (Reshef of Destruction),ROD-EN001,Secret Rare,Unlimited,Ungraded,Lightly Played,0,1,24.97,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-reshef-of-destruction/dark-magician-knight-rod-en001,14.99,26.84,54.26,,6.06,10.525,16.314999999999998,43.735,259.02,218.49499999999998,13.735,-13.685000000000002
Roy Yugioh,YuGiOh,Tournament Pack 1,Beastking of the Swamps,TP1-014,Rare,Unlimited,Ungraded,Lightly Played,0,1,24.76,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-tournament-pack-1st-season/beastking-of-the-swamps-tp1-014,29.79,70.9,78.0,,23.28,26.535,44.36500000000001,51.465,1468.1,1411.5649999999998,21.465000000000003,14.365000000000009
Roy Yugioh,YuGiOh,Magic Ruler,Axe of Despair,MRL-002,Ultra Rare,1st Edition,Ungraded,Lightly Played,0,1,24.65,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-magic-ruler/axe-of-despair-1st-edition-mrl-002,18.93,42.05,86.62,,14.73,16.83,25.22,69.79,333.0,286.17,39.790000000000006,-4.780000000000001
Roy Yugioh,YuGiOh,Pharaonic Guardian,Helpoemer,PGD-058,Ultra Rare,1st Edition,Ungraded,Lightly Played,0,1,24.39,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-pharaonic-guardian/helpoemer-1st-edition-pgd-058,14.98,42.49,70.0,,12.69,13.835,28.655,56.165,630.03,586.1949999999999,26.165,-1.3449999999999989
Roy Yugioh,YuGiOh,Soul of the Duelist,Horus the Black Flame Dragon LV8,SOD-EN008,Ultra Rare,1st Edition,Ungraded,Lightly Played,0,1,23.98,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-soul-of-the-duelist/horus-the-black-flame-dragon-lv8-ultimate-rare-1st-edition-sod-en008,325.0,462.0,889.5,,364.5,344.75,117.25,544.75,6430.31,6055.56,514.75,87.25
Roy Yugioh,YuGiOh,Invasion of Chaos,Dimension Fusion,IOC-094,Ultra Rare,1st Edition,Ungraded,Lightly Played,0,2,23.62,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-invasion-of-chaos/dimension-fusion-1st-edition-ioc-094,21.44,53.51,68.5,,17.21,19.325000000000003,34.184999999999995,49.175,502.37,453.045,19.174999999999997,4.184999999999995
Roy Yugioh,YuGiOh,2004 Collectors Tin,Blade Knight,CT1-EN002,Secret Rare,Limited,Ungraded,Near Mint,0,1,21.9,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-collectible-tins-2004/blade-knight-ct1-en002,15.18,32.83,50.15,,23.69,19.435000000000002,13.394999999999996,30.715,154.04,104.60499999999999,0.7149999999999963,-16.605000000000004
Roy Yugioh,YuGiOh,Pharaonic Guardian,Don Zaloog,PGD-029,Ultra Rare,1st Edition,Ungraded,Near Mint,0,1,21.52,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-pharaonic-guardian/don-zaloog-1st-edition-pgd-029,18.52,39.19,85.49,,21.52,20.02,19.17,65.47,477.99,427.97,35.47,-10.830000000000002
Roy Yugioh,YuGiOh,Labyrinth of Nightmare,Destiny Board,LON-088,Ultra Rare,1st Edition,Ungraded,Lightly Played,0,1,21.17,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-labyrinth-of-nightmare/destiny-board-1st-edition-lon-088,25.0,31.2,109.99,,12.91,18.955,12.245,91.035,570.0,521.045,61.035,-17.755
Roy Yugioh,YuGiOh,Pharaoh's Servant,Nobleman of Crossout,PSV-034,Super Rare,1st Edition,Ungraded,Lightly Played,0,2,21.01,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-pharaoh%27s-servant/nobleman-of-crossout-1st-edition-psv-034,19.08,29.48,33.0,,17.3,18.189999999999998,11.290000000000004,14.810000000000002,147.58,99.39000000000001,-15.189999999999998,-18.709999999999997
Roy Yugioh,YuGiOh,Invasion of Chaos,Black Tyranno,IOC-075,Ultra Rare,1st Edition,Ungraded,Lightly Played,0,1,20.41,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-invasion-of-chaos/black-tyranno-1st-edition-ioc-075,17.04,45.49,77.5,,7.67,12.355,33.135000000000005,65.145,440.37,398.015,35.144999999999996,3.135000000000005
Roy Yugioh,YuGiOh,Legacy of Darkness,Dark Ruler Ha Des,LOD-001,Ultra Rare,1st Edition,Ungraded,Near Mint,0,1,19.53,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-legacy-of-darkness/dark-ruler-ha-des-1st-edition-lod-001,17.45,47.38,88.0,,18.66,18.055,29.325000000000003,69.945,452.5,404.445,39.94499999999999,-0.6749999999999972
Roy Yugioh,YuGiOh,The Legend of Blue Eyes White Dragon,Right Leg of the Forbidden One,LOB-120,Ultra Rare,Unlimited,Ungraded,Lightly Played,0,1,19.34,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-legend-of-blue-eyes-white-dragon/right-leg-of-the-forbidden-one-lob-120,19.99,33.39,110.14,,16.85,18.42,14.97,91.72,142.73,94.30999999999999,61.72,-15.030000000000001
Roy Yugioh,YuGiOh,Pharaoh's Servant,Goblin Attack Force,PSV-094,Ultra Rare,1st Edition,Ungraded,Lightly Played,0,2,19.28,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-pharaoh%27s-servant/goblin-attack-force-1st-edition-psv-094,12.05,35.85,97.5,,14.19,13.120000000000001,22.73,84.38,456.94,413.82,54.379999999999995,-7.27
Roy Yugioh,YuGiOh,Pharaonic Guardian,Ring of Destruction,PGD-000,Secret Rare,Unlimited,Ungraded,Lightly Played,0,1,19.24,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-pharaonic-guardian/ring-of-destruction-pgd-000,24.99,48.02,90.59,,18.23,21.61,26.410000000000004,68.98,201.25,149.64,38.980000000000004,-3.5899999999999963
Roy Yugioh,YuGiOh,The Legend of Blue Eyes White Dragon,Left Arm of the Forbidden One,LOB-123,Ultra Rare,Unlimited,Ungraded,Lightly Played,0,1,19.21,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-legend-of-blue-eyes-white-dragon/left-arm-of-the-forbidden-one-lob-123,20.0,75.01,139.32,,14.66,17.33,57.68000000000001,121.99,381.63,334.3,91.99,27.680000000000007
Roy Yugioh,YuGiOh,The Falsebound Kingdom,Zoa,TFK-001,Prismatic Secret Rare,Limited,Ungraded,Lightly Played,0,1,18.99,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-the-falsebound-kingdom/zoa-tfk-001,11.45,31.0,60.0,,7.93,9.69,21.31,50.31,249.99,210.3,20.310000000000002,-8.689999999999998
Roy Yugioh,YuGiOh,Power of Chaos: Yugi the Destiny,Thousand Knives,PCY-003,Secret Rare,Limited,Ungraded,Near Mint,0,1,18.84,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-power-of-chaos-yugi-the-destiny/thousand-knives-pcy-003,19.86,21.25,25.25,,18.78,19.32,1.93,5.93,55.14,5.82,-24.07,-28.07
Roy Yugioh,YuGiOh,2004 Collectors Tin,Blade Knight,CT1-EN002,Secret Rare,Limited,Ungraded,Lightly Played,0,3,18.62,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-collectible-tins-2004/blade-knight-ct1-en002,15.18,32.83,50.15,,15.6,15.39,17.439999999999998,34.76,154.04,108.64999999999998,4.759999999999998,-12.560000000000002
Roy Yugioh,YuGiOh,Legacy of Darkness,Reinforcement of the Army,LOD-028,Super Rare,1st Edition,Ungraded,Lightly Played,0,2,18.6,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-legacy-of-darkness/reinforcement-of-the-army-1st-edition-lod-028,19.66,19.99,40.65,,14.75,17.205,2.785,23.445,210.0,162.79500000000002,-6.555,-27.215
Roy Yugioh,YuGiOh,Magician's Force,Tribe-Infecting Virus,MFC-076,Super Rare,1st Edition,Ungraded,Near Mint,0,1,18.52,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-magician%27s-force/tribe-infecting-virus-1st-edition-mfc-076,19.0,39.01,86.03,,18.52,18.759999999999998,20.25,67.27000000000001,220.01,171.25,37.27000000000001,-9.75
Roy Yugioh,YuGiOh,Pharaonic Guardian,Don Zaloog,PGD-029,Ultra Rare,1st Edition,Ungraded,Lightly Played,0,1,18.29,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-pharaonic-guardian/don-zaloog-1st-edition-pgd-029,18.52,39.19,85.49,,15.46,16.990000000000002,22.2,68.5,477.99,431.0,38.5,-7.800000000000004
Roy Yugioh,YuGiOh,Legacy of Darkness,Fiber Jar,LOD-056,Ultra Rare,1st Edition,Ungraded,Lightly Played,0,1,18.2,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-legacy-of-darkness/fiber-jar-1st-edition-lod-056,19.09,41.26,79.09,,13.28,16.185,25.075,62.905,559.46,513.2750000000001,32.905,-4.925000000000001
Roy Yugioh,YuGiOh,Legacy of Darkness,Creature Swap,LOD-081,Ultra Rare,1st Edition,Ungraded,Lightly Played,0,3,18.07,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-legacy-of-darkness/creature-swap-1st-edition-lod-081,19.19,18.0,44.95,,16.28,17.735,0.2650000000000005,27.215000000000003,1500.0,1452.265,-2.7849999999999966,-29.735
Roy Yugioh,YuGiOh,Magician's Force,X-Head Cannon,MFC-004,Super Rare,1st Edition,Ungraded,Lightly Played,0,2,17.48,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-magician%27s-force/x-head-cannon-1st-edition-mfc-004,10.62,19.85,42.5,,6.84,8.73,11.12,33.77,380.0,341.27,3.769999999999996,-18.88
Roy Yugioh,YuGiOh,Magician's Force,Amazoness Swords Woman,MFC-061,Ultra Rare,1st Edition,Ungraded,Lightly Played,0,1,17.28,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-magician%27s-force/amazoness-swords-woman-1st-edition-mfc-061,19.99,31.57,62.0,,10.85,15.419999999999998,16.150000000000002,46.58,610.0,564.58,16.58,-13.849999999999998
Roy Yugioh,YuGiOh,Labyrinth of Nightmare,Torrential Tribute,LON-025,Ultra Rare,Unlimited,Ungraded,Near Mint,0,1,17.05,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-labyrinth-of-nightmare/torrential-tribute-lon-025,12.09,29.53,32.0,,17.3,14.695,14.835,17.305,85.0,40.30500000000001,-12.695,-15.165
Roy Yugioh,YuGiOh,Labyrinth of Nightmare,Gemini Elf,LON-000,Secret Rare,Unlimited,Ungraded,Lightly Played,0,1,16.82,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-labyrinth-of-nightmare/gemini-elf-lon-000,21.85,44.01,90.15,,16.09,18.97,25.04,71.18,377.5,328.53,41.18000000000001,-4.960000000000001
Roy Yugioh,YuGiOh,Metal Raiders,Solemn Judgment,MRD-127,Ultra Rare,Unlimited,Ungraded,Lightly Played,0,1,16.64,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-metal-raiders/solemn-judgment-mrd-127,14.94,42.35,68.01,,12.89,13.915,28.435,54.095000000000006,200.0,156.085,24.095000000000006,-1.5649999999999977
Roy Yugioh,YuGiOh,Legacy of Darkness,Dark Ruler Ha Des,LOD-001,Ultra Rare,1st Edition,Ungraded,Lightly Played,0,1,16.6,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-legacy-of-darkness/dark-ruler-ha-des-1st-edition-lod-001,17.45,47.38,88.0,,10.13,13.79,33.59,74.21000000000001,452.5,408.71,44.21000000000001,3.5900000000000034
Roy Yugioh,YuGiOh,Labyrinth of Nightmare,Mask of Restrict,LON-018,Ultra Rare,Unlimited,Ungraded,Near Mint,0,2,16.48,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-labyrinth-of-nightmare/mask-of-restrict-lon-018,14.68,20.0,24.52,,16.03,15.355,4.645,9.165,86.23,40.875,-20.835,-25.355
Roy Yugioh,YuGiOh,Invasion of Chaos,Invader of Darkness,IOC-111,Secret Rare,1st Edition,Ungraded,Lightly Played,0,1,16.48,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-invasion-of-chaos/invader-of-darkness-1st-edition-ioc-111,12.43,40.0,100.84,,8.11,10.27,29.73,90.57,415.33,375.06,60.57000000000001,-0.2699999999999996
Roy Yugioh,YuGiOh,Dark Crisis,D.D. Warrior Lady,DCR-027,Super Rare,1st Edition,Ungraded,Near Mint,0,1,16.3,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-dark-crisis/dd-warrior-lady-1st-edition-dcr-027,15.0,32.36,46.0,,16.3,15.65,16.71,30.35,271.19,225.54,0.3500000000000014,-13.29
Roy Yugioh,YuGiOh,Magic Ruler,Delinquent Duo,MRL-039,Ultra Rare,Unlimited,Ungraded,Lightly Played,0,2,16.07,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-magic-ruler/delinquent-duo-mrl-039,13.13,29.33,54.43,,14.57,13.850000000000001,15.479999999999997,40.58,65.0,21.15,10.579999999999998,-14.520000000000003
Roy Yugioh,YuGiOh,Elemental Energy,B.E.S. Tetran (UTR),EEN-EN017,Ultimate Rare,1st Edition,Ungraded,Lightly Played,0,1,16.05,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-elemental-energy/bes-tetran-1st-edition-een-en017,7.64,21.55,24.0,,14.37,11.004999999999999,10.545000000000002,12.995,292.45,251.445,-17.005,-19.455
Roy Yugioh,YuGiOh,Labyrinth of Nightmare,Jar of Greed,LON-047,Super Rare,Unlimited,Ungraded,Lightly Played,0,3,15.84,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-labyrinth-of-nightmare/jar-of-greed-lon-047,12.0,8.75,24.8,,13.15,12.575,-3.8249999999999993,12.225,583.5,540.925,-17.775,-33.825
Roy Yugioh,YuGiOh,Magician's Force,Tribe-Infecting Virus,MFC-076,Super Rare,1st Edition,Ungraded,Lightly Played,0,1,15.74,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-magician%27s-force/tribe-infecting-virus-1st-edition-mfc-076,19.0,39.01,86.03,,14.39,16.695,22.315,69.33500000000001,220.01,173.315,39.33500000000001,-7.685000000000002
Roy Yugioh,YuGiOh,Invasion of Chaos,Manticore of Darkness,IOC-067,Ultra Rare,1st Edition,Ungraded,Lightly Played,0,1,15.72,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-invasion-of-chaos/manticore-of-darkness-1st-edition-ioc-067,16.86,35.97,76.38,,13.99,15.425,20.545,60.955,455.17,409.745,30.955,-9.455000000000002
Roy Yugioh,YuGiOh,Ancient Sanctuary,The End of Anubis,AST-000,Secret Rare,1st Edition,Ungraded,Near Mint,0,1,15.65,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-ancient-sanctuary/the-end-of-anubis-1st-edition-ast-000,19.16,43.36,61.0,,15.86,17.509999999999998,25.85,43.49,243.15,195.64000000000001,13.490000000000002,-4.149999999999999
Roy Yugioh,YuGiOh,Dark Beginning 1,Big Shield Gardna,DB1-EN097,Ultra Rare,Unlimited,Ungraded,Lightly Played,0,2,15.4,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-dark-beginning-1/big-shield-guardna-db1-en097,15.86,42.26,46.0,,14.25,15.055,27.205,30.945,657.48,612.4250000000001,0.9450000000000003,-2.7950000000000017
Roy Yugioh,YuGiOh,Pharaoh's Servant,Call Of The Haunted,PSV-012,Ultra Rare,Unlimited,Ungraded,Near Mint,0,1,14.72,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-pharaoh%27s-servant/call-of-the-haunted-psv-012,12.17,13.5,22.5,,14.72,13.445,0.0549999999999997,9.055,175.0,131.555,-20.945,-29.945
Roy Yugioh,YuGiOh,Legacy of Darkness,Injection Fairy Lily,LOD-100,Secret Rare,Unlimited,Ungraded,Lightly Played,0,1,14.54,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-legacy-of-darkness/injection-fairy-lily-lod-100,12.51,63.3,82.97,,11.38,11.945,51.355,71.025,545.0,503.05499999999995,41.025000000000006,21.354999999999997
Roy Yugioh,YuGiOh,Invasion of Chaos,Strike Ninja,IOC-007,Ultra Rare,1st Edition,Ungraded,Lightly Played,0,3,14.45,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-invasion-of-chaos/strike-ninja-1st-edition-ioc-007,11.75,39.99,52.43,,9.03,10.39,29.6,42.04,621.0,580.61,12.04,-0.3999999999999986
Roy Yugioh,YuGiOh,Cybernetic Revolution,Cyber Dragon,CRV-EN015,Super Rare,1st Edition,Ungraded,Near Mint,0,1,14.37,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-cybernetic-revolution/cyber-dragon-1st-edition-crv-en015,15.23,45.57,85.71,,14.3,14.765,30.805,70.945,385.55,340.785,40.94499999999999,0.8049999999999997
Roy Yugioh,YuGiOh,World Championship 2004: GBA Promo,Kinetic Soldier,WC4-002,Secret Rare,Limited,Ungraded,Lightly Played,0,1,14.28,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-world-championship-tournament-2004/kinetic-soldier-wc4-002,11.06,30.71,50.33,,11.08,11.07,19.64,39.26,117.49,76.41999999999999,9.259999999999998,-10.36
Roy Yugioh,YuGiOh,Labyrinth of Nightmare,Mask of Restrict,LON-018,Ultra Rare,Unlimited,Ungraded,Lightly Played,0,1,14.01,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-labyrinth-of-nightmare/mask-of-restrict-lon-018,14.68,20.0,24.52,,12.41,13.545,6.455,10.975,86.23,42.685,-19.025,-23.545
Roy Yugioh,YuGiOh,Dark Crisis,D.D. Warrior Lady,DCR-027,Super Rare,1st Edition,Ungraded,Lightly Played,0,2,13.86,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-dark-crisis/dd-warrior-lady-1st-edition-dcr-027,15.0,32.36,46.0,,10.22,12.61,19.75,33.39,271.19,228.57999999999998,3.3900000000000006,-10.25
Roy Yugioh,YuGiOh,Labyrinth of Nightmare,Card of Safe Return,LON-029,Ultra Rare,1st Edition,Ungraded,Lightly Played,0,1,13.84,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-labyrinth-of-nightmare/card-of-safe-return-1st-edition-lon-029,14.49,25.49,51.82,,8.64,11.565000000000001,13.924999999999995,40.255,246.14,204.575,10.254999999999995,-16.075000000000003
Roy Yugioh,YuGiOh,Pharaonic Guardian,Reaper on the Nightmare,PGD-078,Super Rare,Unlimited,Ungraded,Lightly Played,0,1,13.49,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-pharaonic-guardian/reaper-on-the-nightmare-pgd-078,15.98,24.15,32.55,,15.18,15.58,8.569999999999999,16.97,63.3,17.72,-13.030000000000001,-21.43
Roy Yugioh,YuGiOh,Pharaoh's Servant,Ceasefire,PSV-030,Ultra Rare,1st Edition,Ungraded,Lightly Played,0,1,13.34,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-pharaoh%27s-servant/ceasefire-1st-edition-psv-030,8.33,27.67,43.18,,4.74,6.535,21.135,36.645,406.0,369.465,6.644999999999996,-8.864999999999998
Roy Yugioh,YuGiOh,Ancient Sanctuary,The End of Anubis,AST-000,Secret Rare,1st Edition,Ungraded,Lightly Played,0,1,13.3,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-ancient-sanctuary/the-end-of-anubis-1st-edition-ast-000,19.16,43.36,61.0,,11.27,15.215,28.145,45.785,243.15,197.935,15.784999999999997,-1.8550000000000004
Roy Yugioh,YuGiOh,Magician's Force,Spell Canceller,MFC-020,Ultra Rare,1st Edition,Ungraded,Lightly Played,0,1,13.12,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-magician%27s-force/spell-canceller-1st-edition-mfc-020,13.72,31.24,54.27,,7.85,10.785,20.455,43.485,445.93,405.145,13.485,-9.545000000000002
Roy Yugioh,YuGiOh,The Legend of Blue Eyes White Dragon,Monster Reborn,LOB-118,Ultra Rare,Unlimited,Ungraded,Lightly Played,0,1,13.07,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-legend-of-blue-eyes-white-dragon/monster-reborn-lob-118,20.0,50.01,75.0,,10.19,15.094999999999999,34.915,59.905,200.0,154.905,29.905,4.914999999999999
Roy Yugioh,YuGiOh,Stairway to the Destined Duel,Valkyrion the Magna Warrior,SDD-001,Secret Rare,Limited,Ungraded,Lightly Played,0,1,12.9,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-worldwide-edition-stairway-to-the-destined-duel/valkyrion-the-magna-warrior-sdd-001,14.1,50.0,74.99,,10.73,12.415,37.585,62.575,350.0,307.585,32.574999999999996,7.585000000000001
Roy Yugioh,YuGiOh,Flaming Eternity,Lightning Vortex,FET-EN040,Super Rare,1st Edition,Ungraded,Lightly Played,0,1,12.87,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-flaming-eternity/lightning-vortex-1st-edition-fet-en040,14.99,9.56,35.0,,269.99,142.49,-132.93,-107.49,578.16,405.66999999999996,-137.49,-162.93
Roy Yugioh,YuGiOh,Labyrinth of Nightmare,Torrential Tribute,LON-025,Ultra Rare,Unlimited,Ungraded,Moderately Played,0,1,12.79,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-labyrinth-of-nightmare/torrential-tribute-lon-025,12.09,29.53,32.0,,8.46,10.275,19.255000000000003,21.725,85.0,44.724999999999994,-8.274999999999999,-10.744999999999997
Roy Yugioh,YuGiOh,Cybernetic Revolution,Cyber Dragon,CRV-EN015,Super Rare,1st Edition,Ungraded,Lightly Played,0,2,12.21,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-cybernetic-revolution/cyber-dragon-1st-edition-crv-en015,15.23,45.57,85.71,,9.11,12.17,33.4,73.53999999999999,385.55,343.38,43.53999999999999,3.3999999999999986
Roy Yugioh,YuGiOh,Magician's Force,Skilled Dark Magician,MFC-065,Super Rare,1st Edition,Ungraded,Lightly Played,0,2,12.19,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-magician%27s-force/skilled-dark-magician-1st-edition-mfc-065,12.47,29.5,72.5,,6.67,9.57,19.93,62.93,257.25,217.68,32.93,-10.07
Roy Yugioh,YuGiOh,Rise of Destiny,Perfect Machine King,RDS-EN012,Ultra Rare,Unlimited,Ungraded,Lightly Played,0,1,12.17,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-rise-of-destiny/perfect-machine-king-ultimate-rare-rds-en012,23.39,34.98,,,23.89,23.64,11.339999999999996,,,,,-18.660000000000004
Roy Yugioh,YuGiOh,Legacy of Darkness,Exiled Force,LOD-023,Super Rare,1st Edition,Ungraded,Lightly Played,0,1,11.72,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-legacy-of-darkness/exiled-force-1st-edition-lod-023,9.98,16.49,38.5,,5.01,7.495,8.994999999999997,31.005,175.19,137.695,1.004999999999999,-21.005000000000003
Roy Yugioh,YuGiOh,Power of Chaos: Joey the Passion,Sebek's Blessing,PCJ-EN002,Prismatic Secret Rare,Limited,Ungraded,Lightly Played,0,2,11.29,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-power-of-chaos-joey-the-passion/sebek%27s-blessing-pcj-en002,11.0,38.95,43.0,,7.0,9.0,29.950000000000003,34.0,105.0,66.0,4.0,-0.04999999999999716
Roy Yugioh,YuGiOh,Pharaoh's Servant,Chain Destruction,PSV-006,Ultra Rare,1st Edition,Ungraded,Lightly Played,0,1,11.16,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-pharaoh%27s-servant/chain-destruction-1st-edition-psv-006,10.81,25.0,50.5,,3.31,7.0600000000000005,17.939999999999998,43.44,362.0,324.94,13.439999999999998,-12.060000000000002
Roy Yugioh,YuGiOh,Magician's Force,Tribe-Infecting Virus,MFC-076,Super Rare,Unlimited,Ungraded,Lightly Played,0,1,11.08,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-magician%27s-force/tribe-infecting-virus-mfc-076,15.1,23.0,25.2,,9.67,12.385,10.615,12.815,124.25,81.865,-17.185000000000002,-19.384999999999998
Roy Yugioh,YuGiOh,Pharaoh's Servant,Imperial Order,PSV-104,Secret Rare,1st Edition,Ungraded,Lightly Played,0,1,11.07,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-pharaoh%27s-servant/imperial-order-1st-edition-psv-104,8.18,34.98,56.0,,3.41,5.795,29.184999999999995,50.205,400.79,364.995,20.205,-0.8150000000000048
Roy Yugioh,YuGiOh,Ancient Sanctuary,Dark Magic Attack,AST-095,Ultra Rare,Unlimited,Ungraded,Lightly Played,0,1,10.93,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-ancient-sanctuary/dark-magic-attack-ast-095,12.81,6.5,52.55,,8.38,10.595,-4.095000000000001,41.955,219.99,179.395,11.954999999999998,-34.095
Roy Yugioh,YuGiOh,Magician's Force,Luster Dragon,MFC-058,Ultra Rare,Unlimited,Ungraded,Lightly Played,0,2,10.93,0,False,2026-05-24,,https://www.pricecharting.com/game/yugioh-magician%27s-force/luster-dragon-mfc-058,12.55,12.5,40.0,,7.15,9.850000000000001,2.6499999999999986,30.15,57.0,17.15,0.14999999999999858,-27.35
